Sitio	replica	estrato	UnidadTaxonómica	Largo	Ancho	body_mass
P	2	10	bacterivoro	1552.776	93.162	1.93567114970394
R	1	10	fungivoro	2965.576	67.264	1.92716810258731
L	3	10	bacterivoro	2550.819	72.498	1.9256477893905
L	3	10	bacterivoro	1678.91	89.196	1.9185067611134
R	3	10	fungivoro	2534.816	72.431	1.91003164532313
L	3	10	fungivoro	1671.373	89.196	1.90989415802062
R	2	10	bacterivoro	2190.384	77.827	1.90557479126036
P	1	10	predador	1308.379	100	1.8792247577
R	2	10	bacterivoro	1563.53	91.3895	1.87561622798607
P	1	10	fitofago	2034.403	80.002	1.87018184408173
P	1	10	predador	2034.403	80.002	1.87018184408173
R	2	10	fungivoro	1488.4165	93.338	1.86245855772915
P	1	10	fungivoro	1607.371	89.794	1.86146950345739
L	3	10	bacterivoro	1754.029	85.907	1.85925533397016
R	3	10	onichiuridae	737.851	145.203	1.84890179070578
P	1	humus	onichiuridae	737.73	130.468	1.84806810775945
L	2	Hoja	astigmata	322.854	192.614	1.84676589061757
R	3	humus	protura	1747.72	226.592	1.84496997188079
L	2	humus	rhodacaroidea	348.139	164.4	1.84119393710728
L	2	10	fitofago	1042.8805	110.772	1.83797543023326
L	2	humus	astigmata	353.205	175.127	1.83177157846572
R	3	10	bacterivoro	2500.634	71.329	1.82737451216929
L	3	humus	eupodoidea	428.151	192.308	1.81963287480878
P	1	10	predador	1690.038	86.32	1.80869148300943
P	3	10	fungivoro	1626.3185	87.9765	1.80794045745359
L	2	humus	hipogastruridae	515.398	211.539	1.80286811834639
L	2	humus	bdelloidea	426.43	179.889	1.79777831452054
R	2	10	fitofago	2031.3715	78.409	1.79376830355011
P	2	10	bacterivoro	1734.053	84.855	1.79333904144857
L	1	10	fungivoro	1930.827	80.161	1.78202903720566
P	3	10	predador	1459.734	92.117	1.77909220003312
P	1	10	predador	1990.035	78.77	1.77348518991771
R	1	humus	symphyla	1723.309	235.597	1.76873676100547
P	1	10	fungivoro	1728.453	84.335	1.76570616649978
R	3	10	fitofago	1608.855	87.259	1.75947268188777
R	3	Hoja	eupodoidea	423.375	288.328	1.75941591187772
P	3	10	omnivoro	1379.42	93.821	1.74398118070832
L	2	humus	isotomidae	678.024	158.097	1.74125062712144
L	1	humus	mesostigmata	321.058	186.905	1.73141029724186
R	1	10	fitofago	1706.8265	83.982	1.72904765613865
R	2	10	fitofago	1931.8115	78.791	1.72251547604716
R	3	10	fungivoro	1891.192	79.61	1.72153568876274
R	1	10	predador	2030.398	76.83	1.72142459546184
R	3	10	onichiuridae	717.208	206.749	1.71011018792414
R	3	10	onichiuridae	717.208	212.943	1.71011018792414
R	2	10	bacterivoro	1373.026	93	1.70564960816262
R	1	humus	onichiuridae	716.239	207.154	1.7037638690162
P	2	10	fungivoro	2149.708	74.231	1.70135622906065
R	2	10	isotomidae	672.338	111.449	1.70095838720119
R	1	10	predador	1631.351	85.111	1.69732090580013
L	2	10	predador	2144.582	74.231	1.69729932829545
R	2	10	bacterivoro	1971.38	77.421	1.69720014342499
R	3	10	fungivoro	2320.962	71.329	1.69607659598065
L	1	Frag	parasitidae	190.69	666.164	1.69501068836569
R	1	10	fungivoro	3988.104	54.167	1.68066517798978
R	2	10	bacterivoro	2134.852	73.756	1.66804454564142
L	2	10	fitofago	962.8565	109.815	1.66774658047942
P	1	10	fungivoro	1821.379	79.831	1.66720354245644
P	1	10	fungivoro	1666.22	83.284	1.65997158725899
R	1	humus	onichiuridae	708.24	183.85	1.65194749923229
P	1	humus	bdelloidea	414.298	243.658	1.64866112192851
R	3	10	fungivoro	2541.056	67.133	1.64486972386698
L	3	humus	tenerifidae	413.958	292.409	1.64460545508266
P	1	10	omnivoro	2237.869	71.452	1.64100007108088
L	3	10	isotomidae	663.496	179.161	1.6394965193142
R	3	10	fungivoro	1975.373	75.641	1.62333741078803
L	1	10	fungivoro	2373.437	68.816	1.61436494775627
R	2	10	predador	1893.477	76.837	1.60563192509262
R	3	10	fungivoro	1779.885	79.166	1.60219181052446
R	2	10	bacterivoro	1830.3855	78	1.59947307081666
P	1	humus	onichiuridae	699.784	136.699	1.59827322228103
P	1	humus	bdelloidea	409.342	297.705	1.59020021496181
L	2	humus	isotomidae	655.755	210.574	1.58687119803769
P	3	10	fungivoro	2201.528	70.771	1.58372597009892
L	3	humus	eupodoidea	408.43	227.753	1.57959514247877
R	2	humus	isotomidae	654.088	178.389	1.57568203969787
P	3	humus	rhodacaroidea	323.443	163.541	1.5718192863994
L	1	10	bacterivoro	1131.515	98.221	1.56788490497085
R	2	10	predador	1688.271	80.05	1.55385322499775
P	2	humus	isotomidae	649.637	202.105	1.54605411461559
R	2	10	onichiuridae	691.1	156.497	1.54432056813784
P	1	10	omnivoro	1811.307	77.025	1.54347869771963
L	3	humus	bdelloidea	405.159	170.906	1.54194668646879
L	3	10	bacterivoro	1535.692	83.57	1.54045879716219
R	2	Hoja	isotomidae	648.557	125.32	1.53891934897213
P	2	10	bacterivoro	2328.891	67.785	1.53695631537736
P	1	Frag	bdelloidea	403.156	232.165	1.51919061630022
L	2	10	bacterivoro	1589.852	81.4985	1.51670489725314
P	2	10	bacterivoro	2260.578	68.303	1.51476135065336
P	1	10	isotomidae	644.521	134.296	1.51244315544603
R	1	humus	onichiuridae	685.876	150.062	1.51243046778242
P	3	10	fungivoro	1873.804	74.4975	1.4936633329957
R	2	10	isotomidae	641.313	148.457	1.49160805876737
R	3	10	onichiuridae	681.697	174.971	1.48722371708801
L	3	10	bacterivoro	1748.89	76.837	1.48302494166828
L	1	10	onichiuridae	680.355	133.965	1.47918620268974
P	2	humus	hipogastruridae	476.162	193.226	1.47324362630509
P	2	10	predador	1805.873	75.057	1.46121717749474
L	3	humus	isotomidae	635.297	164.426	1.45303312990752
P	2	10	fungivoro	1420.236	84.335	1.45084619777627
L	3	humus	astigmata	315.76	168.003	1.4481429732184
R	3	10	omnivoro	1640.433	78.384	1.44763309098336
P	1	10	omnivoro	1755.741	75.641	1.44284651504014
L	2	10	predador	2181.391	67.558	1.42998751514284
L	2	humus	isotomidae	631.574	183.853	1.42948431964536
L	2	humus	isotomidae	631.199	155.604	1.42712600530483
L	2	10	bacterivoro	1309.686	87	1.42380610516242
P	1	10	omnivoro	1386.09	84.439	1.41945867560067
P	2	10	omnivoro	1121.384	93.821	1.41774991833337
P	2	10	fungivoro	1387.285	84.021	1.40665159568336
L	3	10	bacterivoro	2227.414	66.212	1.40255376470788
P	2	10	fungivoro	1380.027	83.916	1.39579710245217
R	1	10	bacterivoro	1894.75	71.58	1.39437781477266
P	3	10	bacterivoro	943.002	101.396	1.39251351775169
L	3	10	predador	1648.303	76.577	1.38828587877913
P	2	humus	oripodidae	606.848	31.503	1.3872806023109
P	3	10	fitofago	950.477	100.787	1.38674244711658
L	3	10	predador	1509.296	79.712	1.37742193038678
L	3	10	bacterivoro	1630.243	76.368	1.36559003384719
L	2	humus	hipogastruridae	460.523	281.082	1.35297844942151
L	1	10	bacterivoro	2050.053	67.785	1.3529366145553
L	1	10	fungivoro	1830.334	71.698	1.35141766106461
L	1	10	bacterivoro	1950.373	69.453	1.35127846636257
R	3	10	fitofago	2248.473	64.662	1.35030259977734
L	3	humus	isotomidae	617.325	111.896	1.34161697598011
R	1	humus	onichiuridae	656.504	186.769	1.34091974402012
L	3	10	bacterivoro	1396.538	81.609	1.33590024766865
P	2	10	predador	1667.686	74.639	1.33441546883702
P	2	10	bacterivoro	1509.404	78.384	1.33200391485824
R	1	10	fungivoro	1772.143	72.1875	1.32637988558022
P	1	10	fungivoro	1696.215	73.397	1.31244973076911
R	1	10	bacterivoro	1262.0955	84.9585	1.30843168005574
R	3	10	fungivoro	2228.592	63.909	1.30737378333951
P	1	10	fungivoro	1625.225	74.704	1.30270586340139
L	3	humus	eupodoidea	382.234	218.867	1.29473483275623
R	1	humus	onichiuridae	647.413	164.126	1.29047291351693
L	2	10	omnivoro	2090.127	65.541	1.28956715355082
P	2	10	bacterivoro	1529.042	76.566	1.28746814814239
L	3	10	bacterivoro	1716.139	72.25	1.28668821822069
L	1	10	bacterivoro	1835.188	69.7375	1.28191275889307
L	3	10	bacterivoro	2112.682	64.9	1.27811133440508
R	1	10	fungivoro	1782.1605	70.522	1.27303755276754
R	1	10	omnivoro	1549.798	75.057	1.25401479464336
P	2	10	bacterivoro	1609.418	73.397	1.24529037934162
R	1	10	fitofago	1479.494	76.433	1.24142412446277
P	1	humus	hipogastruridae	443.629	106.369	1.22998783724066
L	1	10	fungivoro	2502.041	58.441	1.22736817996262
R	2	10	fitofago	1445.5085	76.8375	1.22577924205128
R	1	10	fungivoro	1842.256	67.655	1.21114164307227
P	1	humus	parasitidae	290.793	155.958	1.20919348962299
L	2	humus	hipogastruridae	438.788	248.031	1.19605070664032
P	2	10	fungivoro	1420.082	76.047	1.17956738372789
L	3	10	fitofago	1572.874	72.25	1.17927419896969
R	3	10	fitofago	1755.3125	68.3025	1.1761773341813
R	3	10	fitofago	1478.6835	74.409	1.17590252589145
R	3	10	fungivoro	1435.273	75.524	1.17584382474747
L	3	10	omnivoro	414.135	140.584	1.17559813473201
P	2	10	bacterivoro	1448.975	75.057	1.17243414113863
R	2	10	fitofago	1605.302	71.151	1.16725011087449
R	2	10	fitofago	2080.679	62.426	1.16461199931993
P	3	10	omnivoro	1221.607	81.468	1.16453027209267
R	2	10	fitofago	1553.7965	72.028	1.15782256970247
L	1	10	bacterivoro	1756.145	67.655	1.15453028285599
P	2	10	bacterivoro	1481.28	73.397	1.14614334691868
L	2	10	isotomidae	578.66	196.314	1.12082349534756
L	1	humus	eupodoidea	363.647	208.695	1.11489229399477
L	2	humus	hipogastruridae	426.43	179.889	1.11201786253036
R	1	10	fitofago	1979.6085	62.5345	1.11189514493071
R	2	10	bacterivoro	1082.912	84.481	1.11008547120354
R	2	10	bacterivoro	1717.232	67.082	1.10990584341553
L	2	humus	eupodoidea	362.406	162.867	1.10351699023402
P	2	humus	isotomidae	575.257	89.319	1.10259524585406
P	2	10	predador	1446.139	72.781	1.10024964174854
R	3	10	onichiuridae	608.021	190.006	1.08586564534305
R	2	10	fitofago	1420.8685	72.5605	1.0744830778452
R	3	10	bacterivoro	1651.633	67.0345	1.06599571965817
R	1	10	bacterivoro	1372.923	73.4265	1.06315600300763
L	3	10	bacterivoro	1403.222	72.25	1.05207632653769
R	3	10	fitofago	1845.962	62.937	1.05021929360491
R	1	10	fungivoro	1411.5935	71.606	1.03956976208884
P	3	10	astigmata	255.015	166.316	1.02833500773244
L	3	10	bacterivoro	1361.232	72.498	1.02761246158493
R	2	10	fitofago	1436.561	70.4555	1.02423363834517
P	2	10	fitofago	1380.669	71.821	1.02291048386383
L	1	10	predador	1518.41	68.303	1.01745163513295
P	1	humus	bdelloidea	352.153	236.213	1.01248142389596
R	2	10	bacterivoro	2113.4295	57.706	1.01082242576785
R	2	10	fitofago	1472.359	69	1.00683210921237
L	1	10	bacterivoro	1697.47	64.183	1.00435511001838
R	2	10	bacterivoro	2424.947	53.666	1.00310377347926
L	2	10	fitofago	1624.1895	65.574	1.00310226654866
P	3	10	fungivoro	1095.905	79.511	0.99511322945945
R	2	10	fitofago	1649.6015	64.405	0.982795982422221
R	2	humus	tydeoidea	348.662	209.493	0.98266782747519
R	1	10	bacterivoro	1855	60	0.95916114
R	1	10	fungivoro	1784.288	61.092	0.956486404504962
L	3	10	bacterivoro	1683.007	62.642	0.948554553438517
L	2	10	fitofago	835.4525	88.212	0.933732039143496
R	2	10	fitofago	1248.56	72.0625	0.931264884360841
R	1	10	fungivoro	1536.3125	64.7975	0.926491043589471
L	2	10	fungivoro	1314.04	69.971	0.924038161811898
P	2	10	bacterivoro	1538.158	64.218	0.911086603127949
R	1	10	fungivoro	1294.6635	69.8635	0.907617252759682
R	2	Hoja	onichiuridae	568.507	165.199	0.902658540091771
L	2	humus	rhodacaroidea	298.092	102.197	0.892892410160634
L	3	10	fitofago	1465.5	64.9	0.88658499507765
P	3	10	fungivoro	1770.113	59.007	0.885224086187952
R	1	10	bacterivoro	1411.7935	66.068	0.885112876281979
R	1	humus	onichiuridae	564.033	118.191	0.883257662488529
P	1	10	predador	1033.587	76.961	0.879292974171712
R	1	10	fitofago	1618.2265	61.0635	0.866658210868713
R	3	10	fitofago	833.132	85	0.864563362681
P	3	10	fungivoro	1850.53	56.639	0.852653235791338
P	3	10	fungivoro	989.373	77.367	0.850583058765442
P	3	10	fitofago	1505.4965	62.5865	0.847005521383714
L	1	10	onichiuridae	554.791	201.72	0.844026086713835
P	1	10	fungivoro	1298.377	67.191	0.841914876543614
L	1	10	bacterivoro	1424.286	64.046	0.839124473942704
R	3	10	bacterivoro	1665.89	59.0775	0.835094646177334
L	1	10	fungivoro	1702.126	58.29	0.830663211350239
L	2	humus	rhodacaroidea	380.296	51.153	0.830586985443006
R	1	10	bacterivoro	1655.2065	58.9575	0.826371751505592
R	2	10	bacterivoro	1558.305	60.671	0.823872356219198
R	2	10	fitofago	1360.718	64.8845	0.822801765509982
P	2	10	omnivoro	1298.835	66.341	0.821037835325964
L	3	10	fungivoro	1366.489	64.622	0.819619137771583
P	2	10	bacterivoro	1375.951	64.396	0.819531992634057
R	1	10	bacterivoro	1165.837	69.7375	0.814358706077861
R	1	10	fungivoro	1519.802	60.839	0.80797199161634
P	1	Frag	bdelloidea	326.619	179.906	0.807824872628481
P	1	10	bacterivoro	944.565	77.025	0.804897212958127
R	1	10	fungivoro	1358.3105	64.046	0.800254712721567
P	3	10	fitofago	1740.804	56.449	0.796723343524555
L	3	10	bacterivoro	1123.918	70.228	0.796160061844441
P	1	humus	isotomidae	510.712	293.504	0.792007790561861
P	1	10	fungivoro	1374.663	63.293	0.790956803797657
R	1	10	bacterivoro	1636.099	57.873	0.787057988287635
P	2	10	bacterivoro	1357.865	63.494	0.786261716182711
R	1	10	fitofago	1560.067	59.2195	0.785810600892941
R	1	10	fitofago	1565.187	58.9625	0.781561524049607
R	1	10	bacterivoro	1364.785	63.13	0.781233719109955
P	2	10	fitofago	1340.241	63.617	0.779066321104103
P	2	10	bacterivoro	1390.408	62.375	0.776977666613454
R	1	10	fitofago	1685.969	56.566	0.774828673261928
L	2	10	fitofago	1089.226	70.366	0.774620324656139
L	1	10	fungivoro	1304.971	64.183	0.772122212631621
R	3	10	fitofago	1537.679	59.115	0.771802589913839
P	2	10	bacterivoro	1248.245	65.301	0.7645126212934
P	3	10	fitofago	1788.562	54.5455	0.764305551705457
L	2	10	bacterivoro	1206.8125	66.068	0.756601643943003
R	2	10	bacterivoro	1632.517	56.713	0.754168024805578
P	3	10	fitofago	1251.528	64.764	0.753968252061499
R	3	10	onichiuridae	532.018	169.947	0.75213776822394
P	3	10	fungivoro	1592.7375	57.3	0.751101466248641
P	2	10	eupodoidea	318.481	152.308	0.74893386889699
L	3	10	bacterivoro	1303.122	63.246	0.748680229393505
R	1	10	onichiuridae	529.539	95.851	0.742539164693426
L	3	10	bacterivoro	1100.744	68.411	0.739917612170658
L	1	10	bacterivoro	943.028	73.696	0.735626864374002
P	2	10	bacterivoro	1517.739	58.025	0.733960271563466
L	2	10	fitofago	1028.034	70.366	0.731102664495292
L	2	humus	eupodoidea	315.845	134.967	0.730491059360414
P	3	10	bacterivoro	1176.871	65.708	0.729811191137497
P	2	10	bacterivoro	1043.358	69.227	0.718173761271399
P	3	10	fungivoro	1529.364	57.069	0.71541254068077
L	3	10	bacterivoro	1860.353	51.614	0.711828798646657
R	1	10	bacterivoro	1442.4965	58.584	0.711079192909488
L	1	10	fungivoro	1621	54.707	0.696809358544421
L	1	10	fungivoro	1376.298	59.338	0.696022770284531
L	3	10	bacterivoro	1343.2	60	0.6945257376
L	1	10	bacterivoro	2337.714	45.385	0.691609926192431
R	1	10	fitofago	989.0645	69.347	0.683164248313487
L	3	10	bacterivoro	1552.459	55.317	0.682311259326681
R	1	10	bacterivoro	1641.306	53.7735	0.681665519807511
P	2	10	eupodoidea	308.4	184.165	0.680042404887261
L	2	humus	eupodoidea	308.342	123.484	0.679658795528254
R	3	10	fungivoro	1075.038	66.016	0.672926124394183
L	1	10	bacterivoro	1565.423	54.707	0.672918813374882
P	3	10	bacterivoro	1210.642	62.108	0.67074274776125
R	3	10	fitofago	1206.136	61.986	0.665623527763885
P	1	10	bacterivoro	1206.698	61.95	0.665160383182456
R	1	10	bacterivoro	1556.198	54.42	0.661952898557072
P	3	10	bacterivoro	1239.312	60.875	0.659635110458948
R	3	10	bacterivoro	1366.4335	57.903	0.658014997493254
P	2	10	fitofago	951.212	69.358	0.657227313302029
R	1	10	fitofago	1340.436	58.3335	0.655129737424122
P	2	10	bacterivoro	1482.313	55.386	0.653108115914371
L	1	10	bacterivoro	925.82	70	0.65158008034
L	1	10	bacterivoro	930.3745	69.7375	0.649883795065551
P	3	10	fitofago	1309.937	58.758	0.649575415054763
R	3	10	predador	1103.805	63.909	0.647532486394577
P	1	10	fungivoro	1154.243	62.375	0.645005662255189
P	2	10	bacterivoro	1013.741	66.016	0.634556920099088
L	2	10	fungivoro	1024.553	65.521	0.631743269997855
L	1	10	fungivoro	1243.905	59.338	0.629068852872546
P	2	10	bacterivoro	1229.414	59.469	0.624488702736716
R	3	10	fitofago	1688.2435	50.459	0.617387063998183
P	3	10	fitofago	1630.7335	51.2165	0.614395387553861
L	1	10	fungivoro	1856.2895	47.9315	0.61253782089221
R	1	10	bacterivoro	1320.1755	56.682	0.609210192474462
R	2	humus	rhagididae	297.269	188.847	0.6090343010279
R	1	10	bacterivoro	1479.41	53.38	0.605467518258883
R	1	10	fungivoro	1663.012	49.8665	0.593961531073335
P	2	10	fungivoro	1145.398	59.634	0.585045257069
R	1	10	fitofago	1621.666	50.0865	0.584316218742396
R	1	10	fitofago	1362.075	54.32	0.577252343650383
R	2	10	fitofago	1260.0925	56.385	0.575406490939807
L	3	10	bacterivoro	1356.44	54.332	0.575118228269082
P	3	10	fitofago	1697.6285	48.434	0.57199007480059
L	1	humus	eupodoidea	288.753	189.856	0.55817759673628
P	2	10	bacterivoro	1066.278	59.863	0.548823329436875
P	2	10	fungivoro	1436.148	51.578	0.54874850982721
P	2	10	bacterivoro	1142.313	57.721	0.546635676518853
R	3	10	fitofago	1431.103	51.426	0.543602622928661
P	3	10	fungivoro	1361.577	52.573	0.540521392941607
P	2	10	fungivoro	1383.449	52.031	0.537938539934074
P	3	10	fungivoro	1533.728	49.379	0.537128365407297
L	3	10	predador	1028.376	60	0.531740321568
R	1	10	bacterivoro	1296.29	53.34	0.529728518093748
L	2	10	bacterivoro	1378.748	51.602	0.527306499947462
R	1	10	fitofago	1391.5305	50.7325	0.514411203143106
P	1	10	bacterivoro	893.174	63.077	0.5104148394758
R	3	10	fitofago	1322.8945	51.8145	0.51012075599653
P	1	10	bacterivoro	1022.419	58.891	0.509297952114951
L	1	10	bacterivoro	1209.2075	53.937	0.505265408922137
L	1	10	fitofago	1258.8395	52.4475	0.497353416407439
L	2	10	fungivoro	1157.3885	53.854	0.482125669904679
R	3	10	bacterivoro	1123.328	54.586	0.48074445801063
R	1	10	bacterivoro	1138.046	53.6095	0.469773474089549
P	3	10	fitofago	1273.3825	50.524	0.466873786672047
R	1	10	bacterivoro	1127.2485	53.589	0.46496057794358
P	3	10	fitofago	1010.88	56.587	0.46491986704055
R	3	10	fitofago	971.291	57.606	0.462945604729855
P	2	10	bacterivoro	805.442	63.251	0.462822245357829
R	3	10	fitofago	1404.566	47.8855	0.46258906756764
P	2	10	fitofago	851.381	61.092	0.456391766101571
P	3	10	fungivoro	1632.142	44.106	0.456035285618196
P	1	10	predador	977.172	56.992	0.455873104130621
P	2	10	bacterivoro	1427.437	47.144	0.455674752521212
L	3	10	eupodoidea	269.754	94.153	0.455089238825258
R	1	10	fitofago	1513.131	45.7385	0.454658719953592
R	1	10	bacterivoro	1204.701	51.0875	0.451599791514113
R	3	10	bacterivoro	1367.324	47.84	0.449468167471978
R	2	10	fitofago	1230.0445	50.2195	0.445564675753687
P	3	10	fitofago	1104.985	52.4475	0.436567223088387
P	1	10	bacterivoro	1046.526	53.733	0.433987639204785
L	1	10	fungivoro	1007.375	54.545	0.430473301801568
R	3	10	fitofago	1559.261	43.716	0.428001027450151
P	3	10	bacterivoro	1250.519	48.734	0.426579099439543
P	3	10	fitofago	955.3785	55.386	0.4209404168486
P	2	10	fungivoro	1416.729	45.385	0.41913760157345
P	1	10	bacterivoro	1142.169	50.35	0.4158861704388
L	1	10	bacterivoro	1181.96	49.1555	0.410196712929518
P	2	10	fitofago	1193.136	48.851	0.408961124997821
R	3	10	fitofago	1175.393	49.1665	0.408100237253127
R	1	10	fitofago	706.5945	63.362	0.407448916666819
P	3	10	bacterivoro	1286.114	46.89	0.406148722668982
P	3	10	fungivoro	827.878	58.441	0.406112895068903
P	3	10	fungivoro	1319.239	46.202	0.404473612311831
R	1	10	bacterivoro	1051.0245	51.4305	0.399300168317467
P	3	10	fungivoro	1277.9405	46.581	0.398266162809096
P	3	10	fitofago	1176.186	48.454	0.396625320604181
P	3	10	bacterivoro	1152.616	48.931	0.396367454316381
L	1	10	bacterivoro	1333.863	45.3845	0.394613098398613
R	1	10	bacterivoro	947.885	53.7325	0.393074531927133
P	3	10	fitofago	970.712	53.073	0.392719832031115
L	2	10	bacterivoro	941.712	53.254	0.383590402868202
P	3	10	bacterivoro	1200.849	47.144	0.383342011514585
P	3	10	fungivoro	882.4315	54.9075	0.382110967894053
P	1	10	bacterivoro	1063.676	49.979	0.381618697927973
P	1	10	bacterivoro	720.487	60.513	0.378938452980977
L	1	10	fitofago	1124.6535	48.2975	0.376802002299107
P	3	10	fungivoro	1426.4325	42.812	0.375515112091882
P	2	10	fitofago	1045.295	49.734	0.371356314953455
R	1	humus	onichiuridae	410.327	114.566	0.368220328604939
P	3	10	bacterivoro	1078.076	48.434	0.363241293298694
P	3	10	fitofago	963.536	51.216	0.363014873722938
R	1	10	fungivoro	976.718	50.7415	0.36119435558776
L	1	10	bacterivoro	1230.379	45.19	0.360884935143938
P	3	10	fungivoro	1236.2095	44.9845	0.359304811195312
R	1	10	bacterivoro	1050.189	48.7105	0.357896787811055
L	1	10	fitofago	1175.6805	46.0105	0.357477227560632
P	2	10	bacterivoro	866.969	53.44	0.355616274747477
R	3	10	fitofago	1214.628	45.104	0.354910269401955
P	1	humus	bdelloidea	247.468	189.905	0.351358149942238
P	3	10	fitofago	1206.7285	44.503	0.343267989869075
P	3	10	fungivoro	882.986	51.899	0.341599288902484
P	3	10	fitofago	838.334	53.165	0.340340691515871
P	3	10	fitofago	838.334	53.073	0.339163817554509
